"issue";"date";"outlet";"language";"origin";"reported by";"keywords";"source";"title";"summary";"disproof"
"38";"27.08.2016";"odnarodyna.org";"Russian";"Ukraine";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Secret elites / global elites, George Soros";"http://bit.ly/2bZ8ExR";"George Soros is the real governor of Ukraine, he orders which laws must be passed.";"George Soros is the real governor of Ukraine, he orders which laws must be passed.";"No evidence given. Ukraine is a sovereign and independent country."
"38";"27.08.2016";"odnarodyna.org";"Russian";"Ukraine";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"LPR";"http://bit.ly/2caci5u";"Ukrainian soldiers are exchanging mortars for food with ""LPR"" militias.";"Ukrainian soldiers are exchanging mortars for food with ""LPR"" militias.";"No evidence for this highly improbable claim given."
"38";"26.08.2016";"svpressa.ru";"Russian";"The West, Ukraine, Poland";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Ukrainian disintegration, The West";"http://bit.ly/2bI087t";"The West is ready for the partition of Ukraine. The West has practically stopped any financial help to Ukraine. Poland wants to restore Rzecz Pospolita and claim the Western Ukrainian territories.";"The West is ready for the partition of Ukraine. The West has practically stopped any financial help to Ukraine. Poland wants to restore Rzecz Pospolita and claim the Western Ukrainian territories.";"Both the EU and the USA respect the sovereignty and territorial integrity of Ukraine. The financial help from the West to Ukraine continues."
"38";"26.08.2016";"news.rambler.ru";"Russian";"China, Russia";"Biedríba NOVOSTI";"Olympics, DW";"http://bit.ly/2cl4DDE";"Chinese sportsmen prefer participating in the Russian self-proclaimed paralympic games to participating in the official Rio games, says Deutsche Welle.";"Chinese sportsmen prefer participating in the Russian self-proclaimed paralympic games to participating in the official Rio games, says Deutsche Welle.";"Deutsche Welle: ""We have never published this story."" http://bit.ly/2cfgsYo"
"38";"26.08.2016";"""Ministry of Foreign Affairs"" of the ""Donetsk National Republic"" and many others (see the disproof column).";"Russian";"Czech Republic, Ukraine";"StopFake.org";"DPR";"http://bit.ly/2bVPzJN";"The first officially registered DPR office in Europe will be opened in the Czech Republic.";"The first officially registered DPR office in Europe will be opened in the Czech Republic.";"“The self-declared Donetsk people’s Republic cannot have any accredited diplomatic or consular office in the Czech Republic because the DNR is not a state. The Czech Republic does not recognize this entity and we do not have any diplomatic relations with this group”: http://bit.ly/2c6lZEO"
"38";"26.08.2016";"parlamentnilisty.cz";"Czech";"Europe, Russia, US";"European Values think-tank";"Nuclear issues, Migration crisis";"http://bit.ly/2bNuqUT";"The US support mass migration to Europe. In case of a nuclear war with Russia, Europe will become the American scapegoat.";"The US support mass migration to Europe. In case of a nuclear war with Russia, Europe will become the American scapegoat.";"There is no proof that the EU / the USA would orchestrate the migration crisis. In fact, both the EU and the USA are trying to prevent the crisis. Contrary, there are many concerns that Russia is fueling the migration crisis through its actions in Syria: http://bit.ly/2bQnNSW"
"37";"26.08.2016";"Bolshinstvo @ NTV (01:28)";"Russian";"Russia, The West";"Pavel Spirin, former journalist";"Anti-Russian";"http://bit.ly/2cjpdp9";"The West has always humiliated Russia.";"The West has always humiliated Russia.";"There is a long record of cooperation between the EU and Russia, since 1994, when the EU and Russia negotiated a Partnership and Cooperation Agreement. Negotiations about a new EU-Russia agreement were ongoing until their suspension in 2014 due to the Russian Federation's involvement in the conflict in and around Ukraine: http://bit.ly/2bwtEH8 // NATO began reaching out to Russia since the early 1990's. Russia signed the Partnership for Peace with NATO in 1994, in 1997 NATO and Russia signed the Founding Act on Mutual Relations, Cooperation and Security, creating the NATO-Russia Permanent Joint Council. In 2002 they upgraded that relationship, creating the NATO-Russia Council (NRC). No other partner has been offered a comparable relationship, nor a similar comprehensive institutional framework: http://bit.ly/2btpLbR // The recent membership in G7, or in WTO, can also hardly be described as ""humiliation""."
"37";"26.08.2016";"Bolshinstvo @ NTV (13:43)";"Russian";"USSR, The West";"Pavel Spirin, former journalist";"Historical revisionism";"http://bit.ly/2cjpdp9";"Mikhail Sholokhov received Nobel Prize for literature because of the fact that the West was afraid of Soviet intercontinental ballistic missiles.";"Mikhail Sholokhov received Nobel Prize for literature because of the fact that the West was afraid of Soviet intercontinental ballistic missiles.";"The Nobel Prize for literature is awarded for achievements in literature, not for nuclear weapons."
"37";"25.08.2016";"Vremya Pokazhet @ Pervyi Kanal (1:52)";"Russian";"Turkey, Russia, The West";"Pavel Spirin, former journalist";"Cold War, Coup, The West";"http://bit.ly/2brltPx";"The West has unleashed a Cold War against Russia, aims at destroying it, and tried to organize a state coup in Turkey.";"The West has unleashed a Cold War against Russia, aims at destroying it, and tried to organize a state coup in Turkey.";"Unlike Western countries, it is Russia who emphasizes Cold War rhetoric and calls NATO ""a threat"" in its security strategy signed by President Putin: http://cnn.it/2bror6g // No evidence for the ""organization"" of the Turkish coup attempt given."
"37";"25.08.2016";"Vremya Pokazhet @ Pervyi Kanal (13:27)";"Russian";"Russia";"Pavel Spirin, former journalist";"NATO";"http://bit.ly/2brltPx";"NATO is the number one enemy of Russia, and its main goal is the destruction of Russia.";"NATO is the number one enemy of Russia, and its main goal is the destruction of Russia.";"As stated by NATO heads of state and government at the Warsaw Summit in July 2016, ""The Alliance does not seek confrontation and poses no threat to Russia. But we cannot and will not compromise on the principles on which our Alliance and security in Europe and North America rest."" (http://bit.ly/29Clz6e)."
"38";"25.08.2016";"Tayny Chapman @ REN TV";"Russian";"Russia";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Julian Assange, Secret services";"http://bit.ly/2c05jfI";"The Pokemon Go game was created by foreign secret services in order to spy on Julian Assange. The game is dangerous also for Russian national security.";"The Pokemon Go game was created by foreign secret services in order to spy on Julian Assange. The game is dangerous also for Russian national security.";"Groundless conspiracy theory. It seems a rather expensive way how to track someone who is stuck on the same place for years."
"37";"25.08.2016";"Vremya Pokazhet @ Pervyi Kanal (48:54)";"Russian";"Kurdistan, Turkey";"Pavel Spirin, former journalist";"NATO";"http://bit.ly/2brlvHb";"It is NATO who forms a Kurdish quasi-enclave on Turkish borders, and thus threatens Turkish territorial integrity.";"It is NATO who forms a Kurdish quasi-enclave on Turkish borders, and thus threatens Turkish territorial integrity.";"Turkey is a member of NATO, NATO obviously respects - and has helped to defend - Turkish territorial sovereignty."
"37";"24.08.2016";"Itogi Dnya, NTV (16:30)";"Russian";"Russia, Ukraine";"East StratCom Network";"Crimea";"http://bit.ly/2bRtKdC";"Former Ukrainian President Leonid Kravchuk calls to acknowledge Crimea as being Russian again.";"Former Ukrainian President Leonid Kravchuk calls to acknowledge Crimea as being Russian again.";"In fact, Leonid Kravchuk said that it might take a long time before Crimea comes back to the Ukrainian constitution, as it is de facto Russia now: http://bit.ly/2bDX0bB"
"37";"24.08.2016";"Vremya Pokazhet @ Pervyi Kanal (8:15, 31:54)";"Russian";"Russia";"Pavel Spirin, former journalist";"Doping, Nazi/Fascist";"http://bit.ly/2bAe5Af";"The ban on Russian sportsmen from the Paralympic games means that this is a war. // It is a racial cleansing and a manifestation of the current fascism.";"The ban on Russian sportsmen from the Paralympic games means that this is a war. // It is a racial cleansing and a manifestation of the current fascism.";"The ban is intended to show that state-organized doping is unacceptable in the international sports community."
"38";"24.08.2016";"hlavnespravy.sk";"Slovak";"Russia, Syria";"European Values think-tank";"Syrian War";"http://bit.ly/2cAFW7l";"Pentagon threatened Russia with shooting down Russian planes if they get too close to US allies in Syria.";"Pentagon threatened Russia with shooting down Russian planes if they get too close to US allies in Syria.";"Pentagon press secretary Peter Cook said: ""If they threaten U.S. forces, we always have the right to defend our forces."" http://bit.ly/2c5hGXV"
"37";"24.08.2016";"Vremya Pokazhet @ Pervyi Kanal (30:48)";"Russian";"Ukraine";"Pavel Spirin, former journalist";"Petro Poroshenko";"http://bit.ly/2bIxUXI";"The Ukrainian President Poroshenko is interested in only one thing - in war.";"The Ukrainian President Poroshenko is interested in only one thing - in war.";"The war in Ukraine was started by Russia and its proxies, and it has been going on for more than two years only thanks to the support from Russia."
"37";"24.08.2016";"Vremya Pokazhet @ Pervyi Kanal (33:33)";"Russian";"Ukraine";"Pavel Spirin, former journalist";"Russophobia";"http://bit.ly/2bIxUXI";"The Ukrainians can define themselves only through Russophobia, through nothing else.";"The Ukrainians can define themselves only through Russophobia, through nothing else.";"Ukrainians defined themselves well before the current Russian actions in Ukraine, which are perceived as aggression by the majority of the Ukrainian society."
"37";"23.08.2016";"Vremya Pokazhet @ Pervyi Kanal (52:13)";"Russian";"Ukraine, US";"Pavel Spirin, former journalist";"Terrorism, Crimea";"http://bit.ly/2bAawtI";"The US knew in advance that Ukraine was preparing to commit terrorist acts in Crimea, because the US president personally gives permissions for such secret missions.";"The US knew in advance that Ukraine was preparing to commit terrorist acts in Crimea, because the US president personally gives permissions for such secret missions.";"The alleged recent terrorist attacks in Crimea exist only in pro-Kremlin interpretation. No independent sources confirm them, Ukraine denies its involvement from the very beginning and labels them as yet another Russian provocation on the penninsula: http://bit.ly/2c5Yknk"
"37";"23.08.2016";"Vremya Pokazhet @ Pervyi Kanal (0:45)";"Russian";"Russia";"Pavel Spirin, former journalist";"Doping";"http://bit.ly/2bQZlim";"Russian sportsmen were banned from the Paralympic games only because of the fact they are Russians.";"Russian sportsmen were banned from the Paralympic games only because of the fact they are Russians.";"Russian sportsmen were banned because of massive state organized doping: http://bbc.in/2bP5Yke"
"38";"23.08.2016";"Svobodnaya Pressa @ Youtube";"Russian";"The West, Ukraine";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"The West";"http://bit.ly/2bZZxLf";"The West decided to loot Ukraine.";"The West decided to loot Ukraine.";"In fact, both the EU and the USA provide significant financial help to Ukraine. See e.g. http://bit.ly/2clYDqZ"
"37";"23.08.2016";"Vremya Pokazhet @ Pervyi Kanal (12:22)";"Russian";"Russia, Ukraine";"Pavel Spirin, former journalist";"Ukrainian statehood";"http://bit.ly/2bQZlim";"Russians and Ukrainians are a single nation.";"Russians and Ukrainians are a single nation.";"This claim contradicts the very obvious facts. Ukraine is a state, Ukrainians are Ukrainians, not Russians."
"38";"23.08.2016";"baltnews.lv";"Russian";"Russia, Belarus";"Biedríba NOVOSTI";"Doping";"http://bit.ly/2bQiJKb";"Belarusian sportsmen will carry both Belarusian and Russian flags during the opening ceremony of the Paralympic games.";"Belarusian sportsmen will carry both Belarusian and Russian flags during the opening ceremony of the Paralympic games.";"""That is a wrong information, we do not want to mix sports with politics,"" - Oleg Shepel, head of the Belarusian paralympic committee: http://bit.ly/2cjrblg"
"38";"23.08.2016";"protiproud.parlamentnilisty.cz";"Czech";"Russia, Ukraine";"European Values think-tank";"Minsk agreements, CIA";"http://bit.ly/2bYt8lH";"CIA is pushing Ukrainian government to escalate the conflict to a full scale war similar to 2014. Russia should not be accused of violating the Minsk agreements.";"CIA is pushing Ukrainian government to escalate the conflict to a full scale war similar to 2014. Russia should not be accused of violating the Minsk agreements.";"In the Minsk agreements, ceasefire and restoring control over the Ukrainian border depend chiefly on Russia and its proxies. // http://atfp.co/2clPL4o"
"37";"23.08.2016";"Vremya Pokazhet @ Pervyi Kanal (12:22)";"Russian";"Russia, Ukraine";"Pavel Spirin, former journalist";"Ukrainian statehood";"http://bit.ly/2bQZlim";"Russians and Ukrainians are a single nation.";"Russians and Ukrainians are a single nation.";"This claim contradicts the very obvious facts. Ukraine is a state, Ukrainians are Ukrainians, not Russians."
"38";"23.08.2016";"baltnews.lv";"Russian";"Russia, Belarus";"Biedríba NOVOSTI";"Doping";"http://bit.ly/2bQiJKb";"Belarusian sportsmen will carry both Belarusian and Russian flags during the opening ceremony of the Paralympic games.";"Belarusian sportsmen will carry both Belarusian and Russian flags during the opening ceremony of the Paralympic games.";"""That is a wrong information, we do not want to mix sports with politics,"" - Oleg Shepel, head of the Belarusian paralympic committee: http://bit.ly/2cjrblg"
"37";"22.08.2016";"Vremya Pokazhet @ Pervyi Kanal (21:56)";"Russian";"UK, Russia, US";"Pavel Spirin, former journalist";"Olympics, Anti-Russian";"http://bit.ly/2bJIQl3";"The US and UK staged the persecution of Russian athletes and created an atmosphere of hostility and hatred at the Olympic Games in Rio.";"The US and UK staged the persecution of Russian athletes and created an atmosphere of hostility and hatred at the Olympic Games in Rio.";"Repeating an already debunked myth (see above). Russia was excluded for cheating. // During the same show, multiple Russian athletes said there was a friendly atmosphere in Rio, and that they made a lot of friends, including from the USA."
"40";"22.08.2016";"The Jerusalem Post";"English";"The West";"European Values think-tank";"Democracy, George Soros";"http://bit.ly/2bMkQzo";"George Soros is financing programs around the world that “all work to weaken the ability of national and local authorities in Western democracies to uphold the laws and values of their nations and communities and to hinder free markets.”";"George Soros is financing programs around the world that “all work to weaken the ability of national and local authorities in Western democracies to uphold the laws and values of their nations and communities and to hinder free markets.”";"George Soros established the Open Society Foundations to help countries make the transition from communism. https://osf.to/203Rs8X // No evidence for the accusations given."
"37";"22.08.2016";"Vremya Pokazhet @ Pervyi Kanal (35:45)";"Russian";"Russia, US";"Pavel Spirin, former journalist";"Anti-Russian";"http://bit.ly/2bunSud";"The USA uses sport as a tool of aggression against Russia. What the USA did not achieve on military-political level, they try to achieve on the sports level.";"The USA uses sport as a tool of aggression against Russia. What the USA did not achieve on military-political level, they try to achieve on the sports level.";"Repeating an already debunked myth (see above)."
"38";"22.08.2016";"Sputnik";"English";"Ukraine";"StopFake.org // Collected in the framework of a Centre for International Relations’ project co-financed by the Visegrad Fund www.visegradfund.org”";"Energy, Nuclear issues";"http://bit.ly/2bRVnWx";"Nuclear energy sector is collapsing in Ukraine, the possibility of an accident in some of the nuclear plants is growing.";"Nuclear energy sector is collapsing in Ukraine, the possibility of an accident in some of the nuclear plants is growing.";"Sputnik misrepresented a press conference of the former director of the Chernobyl power plant, who actually said that any accident is highly unlikely: http://bit.ly/2cbwZNH"
"38";"22.08.2016";"Pán občan";"Slovak";"Russia, Ukraine";"Collected in the framework of a Centre for International Relations’ project co-financed by the Visegrad Fund www.visegradfund.org";"Conspiracy";"http://bit.ly/2cjdBOE";"Ukrainian aggression towards Russia is part of an international conspiracy.Threat of war between Russia and Ukraine";"Ukrainian aggression towards Russia is part of an international conspiracy.Threat of war between Russia and Ukraine";"No evidence given. Article has no reference to credible source."
"38";"22.08.2016";"Vesti";"Russian";"Ukraine";"StopFake.org";"IMF";"http://bit.ly/2cqOXyp";"Without an IMF bailout Ukraine’s economy is headed for a total collapse.";"Without an IMF bailout Ukraine’s economy is headed for a total collapse.";"Distorted interview by Ukrainian Finance Minister Alexander Danyliuk who said that he is sure Ukraine will get the tranche; and that Ukraine could do even without it: http://bit.ly/2bM3nEC"
"37";"21.08.2016";"Voskresnyi vecher s Vladimirom Solovyovym @ TV Rossiya (51:48)";"Russian";"Russia, Ukraine, US, Syria";"Pavel Spirin, former journalist";"Doping, Crimea";"http://bit.ly/2bIqyUa";"Through WADA (World Anti Doping Agency), Russia is punished for Crimea, for Syria, for its opposition to the US hegemony.";"Through WADA (World Anti Doping Agency), Russia is punished for Crimea, for Syria, for its opposition to the US hegemony.";"WADA did not punish Russian athletes, they were punished by IAAF, whose decision was confirmed by the Court of Arbitration for sport. Russian athletes were excluded because of massive state organised doping, not because of the Kremlin's foreign policy: http://bit.ly/2bQVMsH"
"37";"20.08.2016";"finobzor.ru";"Russian";"Baltic states, EU";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Economic difficulties";"http://bit.ly/2bPWQKE";"The Baltic States have paid a high price for joining the EU 12 years ago and now they see what is the real ""European prosperity"" (Soviet built factories have been destroyed; unemployment has grown; inflation increased, etc).";"The Baltic States have paid a high price for joining the EU 12 years ago and now they see what is the real ""European prosperity"" (Soviet built factories have been destroyed; unemployment has grown; inflation increased, etc).";"The economies of the Baltic States have prospered since joining the EU: according to Eurostat, GDP per capita at market prices has grown 45% in EE; 39% in LV & 42% in LT since 2004."
"37";"20.08.2016";"finobzor.ru";"Russian";"Russia, Poland";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher // Antoni Wierzejski, Centre for International Relations";"Sanctions";"http://bit.ly/2biChuK";"Polish economy has deteriorated because of Russian sanctions on Polish apples, as the Poles failed to replace the Russian market with other markets.";"Polish economy has deteriorated because of Russian sanctions on Polish apples, as the Poles failed to replace the Russian market with other markets.";"According to preliminary Eurostat data, Poland significantly increased sales of fruit outside the EU in the first quarter of 2016: http://bit.ly/2bYksxx"
"37";"20.08.2016";"slovodel.com";"Russian";"Russia, Ukraine";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Ethnic Russians";"http://bit.ly/2bkU1EF";"Even after 25 years of Ukrainian independence the majority of Ukrainians speak Russian. That means that Ukrainians did not stop being Russian, they are still a part of Russian nation.";"Even after 25 years of Ukrainian independence the majority of Ukrainians speak Russian. That means that Ukrainians did not stop being Russian, they are still a part of Russian nation.";"Pseudo-logical fallacy. The fact that someone speaks Russian does not make him a Russian - just as anybody who speaks English is not automatically a British citizen."
"37";"20.08.2016";"Russkii Donbass @ VKontakte";"Russian";"Russia, Ukraine";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Genocide";"http://bit.ly/2bDR5mX";"Ukrainians were established as a nation thanks to the genocide of Russians in Talerhof and Terezín concentration camps.";"Ukrainians were established as a nation thanks to the genocide of Russians in Talerhof and Terezín concentration camps.";"Ukrainians as a nation existed at least since the Ukrainian National Revival in the mid 18th century."
"37";"19.08.2016";"MIA Istok @ Youtube";"Russian";"Ukraine";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Secret services, SBU";"http://bit.ly/2byVyWu";"Ukrainian secret services are hiding their crimes against Ukrainians and they conceal the burial places of missing Ukrainian soldiers.";"Ukrainian secret services are hiding their crimes against Ukrainians and they conceal the burial places of missing Ukrainian soldiers.";"No evidence given."
"38";"18.08.2016";"RIA Novosti";"Russian";"Ukraine";"StopFake.org";"Ukrainian statehood";"http://bit.ly/2bQIwkj";"Only 60 per cent of Ukrainians consider themselves citizens of their country.";"Only 60 per cent of Ukrainians consider themselves citizens of their country.";"The poll’s aim was to determine what Ukrainians primarily identify with, their country, cities and regions they reside in, ethnic communities, the former USSR, Europe or the world. While 60% of respondents identify with being citizens of Ukraine, 22% identify with their city or region: http://bit.ly/2bJ1PNM"
"38";"18.08.2016";"ukraina.ru";"Russian";"Ukraine";"StopFake.org";"Economic difficulties";"http://bit.ly/2bBsFKl";"Shipbuilding as an industry has all but disappeared in Ukraine.";"Shipbuilding as an industry has all but disappeared in Ukraine.";"The Facebook post on which the disinformation story is built is not about the collapse of the shipbuilding industry, in fact it is about the resurgence that river transport was undergoing: http://bit.ly/2cejZtz"
"38";"17.08.2016";"geworld.ge";"Georgian";"Ukraine, Belarus";"Givi Gigitashvili, Latvian Institute of International Affairs";"War preparation";"http://bit.ly/2cc5R3e";"In 2014, Jen Psaki, the spokesperson of the US State Department, stated that in the event of a Belarusian invasion of Ukraine the US forces will immediately be deployed to the Belarusian borders.";"In 2014, Jen Psaki, the spokesperson of the US State Department, stated that in the event of a Belarusian invasion of Ukraine the US forces will immediately be deployed to the Belarusian borders.";"This quote does not exist anywhere apart from pro-Kremlin media, and is most probably invented, as Jen Psaki is a common target of pro-Kremlin trolls: http://bit.ly/2c4k0yx // http://bit.ly/2ckyBEc"
"38";"17.08.2016";"geworld.ge";"Georgian";"Russia, Georgia";"Givi Gigitashvili, Latvian Institute of International Affairs";"NATO, Elections";"http://bit.ly/2cc5R3e";"Georgian ruling party “Georgian dream” and the main opposition party UNM do not want to open polling places in Russia during the upcoming elections in October, because Georgians living there will vote against these two parties because of their NATO accession agenda.";"Georgian ruling party “Georgian dream” and the main opposition party UNM do not want to open polling places in Russia during the upcoming elections in October, because Georgians living there will vote against these two parties because of their NATO accession agenda.";"In fact, Georgia and Russia do not have diplomatic relations, therefore Tbilisi cannot open polling places in Russia. The article does not provide any figures to prove that Georgians living in Russia do not want Georgia’s NATO accession."
"38";"17.08.2016";"geworld.ge";"Georgian";"US, Georgia";"Givi Gigitashvili, Latvian Institute of International Affairs";"Puppets, Referendum";"http://bit.ly/2cc5R3e";"President of Georgia rejected referendum initiative on defining marriage between man and woman only. He did so because the Ambassador of the US in Georgia ordered him to turn down this initiative.";"President of Georgia rejected referendum initiative on defining marriage between man and woman only. He did so because the Ambassador of the US in Georgia ordered him to turn down this initiative.";"The President of Georgia has clearly explained reasons for turning the initiative down: 1. under the circumstances when Georgian government cannot control 25 percent of country’s territory, holding referendum only on the rest of the country’s territory can give a legal argument to the occupant state; 2. Georgian legislation already defines marriage as a voluntary union for life of woman and man: http://bit.ly/2c4lF6V"
"38";"17.08.2016";"geworld.ge";"Georgian";"Ukraine, Belarus";"Givi Gigitashvili, Latvian Institute of International Affairs";"War preparation";"http://bit.ly/2cc5R3e";"In 2014, Jen Psaki, the spokesperson of the US State Department, stated that in the event of a Belarusian invasion of Ukraine the US forces will immediately be deployed to the Belarusian borders.";"In 2014, Jen Psaki, the spokesperson of the US State Department, stated that in the event of a Belarusian invasion of Ukraine the US forces will immediately be deployed to the Belarusian borders.";"This quote does not exist anywhere apart from pro-Kremlin media, and is most probably invented, as Jen Psaki is a common target of pro-Kremlin trolls: http://bit.ly/2c4k0yx // http://bit.ly/2ckyBEc"
"37";"16.08.2016";"miaistok.su";"Russian";"Ukraine";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Provocation, Donbas";"http://bit.ly/2bCw6g0";"Ukraine prepares massive provocations on the conflict line in order to justify military action in Donbass.";"Ukraine prepares massive provocations on the conflict line in order to justify military action in Donbass.";"No evidence given - and nothing like that happened in two weeks following this article."
"38";"16.08.2016";"riafan.ru";"Russian";"Ukraine";"StopFake.org";"Ukrainian statehood";"http://bit.ly/2bJ1nyS";"Western Ukrainians do not know Ukrainian language at all.";"Western Ukrainians do not know Ukrainian language at all.";"Russian federal news agency twisted the results of university entrance tests. The talk is about two smaller regions that do not represent the whole West of Ukraine; plus these two regions have a strong non-Ukrainian minority: http://bit.ly/2bRDKra"
"37";"15.08.2016";"golospravdy.com";"Russian";"Ukraine";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Coup, Euromaidan, George Soros";"http://bit.ly/2bIwxsq";"The Ukrainian Maidan was a state coup organized by George Soros.";"The Ukrainian Maidan was a state coup organized by George Soros.";"Repeating already debunked disinformation. The spontaneous onset of the Euromaidan protests was a reaction of large parts of the Ukrainian population to the Yanukovych government’s sudden departure from the Association Agreement with the European Union in November 2013."
"37";"15.08.2016";"miaistok.su";"Russian";"Ukraine, EU";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"LPR";"http://bit.ly/2bJdooN";"The EU will soon acknowledge ""Luhansk National Republic"".";"The EU will soon acknowledge ""Luhansk National Republic"".";"The EU respects the sovereignty and territorial integrity of Ukraine."
"37";"15.08.2016";"news-our-time.info";"Russian";"Latvia, Russia, EU";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Anti-Russian, Sanctions";"http://bit.ly/2bRfzp4";"Latvian milk farmers are on the edge of bankruptcy because of EU's anti-Russian sanctions.";"Latvian milk farmers are on the edge of bankruptcy because of EU's anti-Russian sanctions.";"Since Russian embargo on agriculture products came in force in 2014, only 1% of milk farms have stopped their activities (source: Ministry of Agriculture of Latvia response on East StratCom Task Force's request)."
"37";"14.08.2016";"golospravdy.com";"Russian";"Russia, Ukraine, EU, US";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Abandoned Ukraine";"http://bit.ly/2bIvWqt";"The EU and the USA are going to hand Ukraine over to Russia.";"The EU and the USA are going to hand Ukraine over to Russia.";"Both the EU and the USA respect the sovereignty and territorial integrity of Ukraine."
"37";"14.08.2016";"politikus.ru";"Russian";"US";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Civil war, WWIII";"http://bit.ly/2bPR6kn";"The USA's choice: either a civil war, or World War III.";"The USA's choice: either a civil war, or World War III.";"No evidence given. Repeating disinformation about the USA willing to start a World War III."
"37";"13.08.2016";"Agency of the ""Donetsk National Republic""";"Russian";"Ukraine";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"War in Ukraine, State oppression";"http://bit.ly/2c9Upa7";"Western Ukrainians conduct purges in Donetsk, anybody criticizing Ukrainian authorities goes to a concentration camp near Kramatorsk.";"Western Ukrainians conduct purges in Donetsk, anybody criticizing Ukrainian authorities goes to a concentration camp near Kramatorsk.";"No evidence given. Repeating disinformation campaign about non-existent violent oppression of Russian speakers in Ukraine."
"37";"13.08.2016";"Komsomolskaya Pravda";"Russian";"Russia, Ukraine";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Anti-Russian";"http://bit.ly/2bq6dB3";"The campaign ""Beat the Muscovites"" starts in Ukraine, aims at beating and vilifying Russians and pro-Russian Ukrainians. Stabbing with a knife is also permitted.";"The campaign ""Beat the Muscovites"" starts in Ukraine, aims at beating and vilifying Russians and pro-Russian Ukrainians. Stabbing with a knife is also permitted.";"No evidence given. Repeating disinformation campaign about violent oppression of Russian speakers in Ukraine."
"37";"13.08.2016";"miaistok.su";"Russian";"Ukraine";"Oleksandr Nykonorov, journalist for Depo.ua, blogger, researcher";"Adolf Hitler, Petro Poroshenko, Minsk agreements, Nazi/Fascist";"http://bit.ly/2bC8B6F";"Petro Poroshenko behaves like Adolf Hitler, and all the violations of the Minsk agreements are solely his fault. People on the territories under Ukrainian control are victims of nazi slavery.";"Petro Poroshenko behaves like Adolf Hitler, and all the violations of the Minsk agreements are solely his fault. People on the territories under Ukrainian control are victims of nazi slavery.";"Repeating disinformation about nazi / fascist Ukrainian authorities. As for the Minsk agreements: restoring border control or ceasefire esentially depend very much on Russia and its proxies."
"35";"15.07.2016";"pandoraopen.ru";"Russian";"France";"East StratCom Network";"TTIP, Terrorism";"http://bit.ly/29Psmu3";"The terror attack in Nice is a direct consequence of France not accepting the conditions of TTIP.";"The terror attack in Nice is a direct consequence of France not accepting the conditions of TTIP.";"Groundless conspiracy theory."
"35";"15.07.2016";"Sputnik";"Moldova";"Moldova";"Radu Magdin, Smartlink Communications";"IMF";"http://bit.ly/29PtGNG";"Moldova will not receive financial help from the IMF.";"Moldova will not receive financial help from the IMF.";"“Staff and the authorities made significant progress on the negotiation of a new IMF arrangement,"" says the IMF report after the visit to Moldova: http://bit.ly/29PsTwb"
"35";"13.07.2016";"Sputnik";"Czech";"Russia, Ukraine";"European Values think-tank";"Civil war";"http://bit.ly/29MQm2G";"Russia is not a threat, the civil war in Ukraine is.";"Russia is not a threat, the civil war in Ukraine is.";"Czech translation of thenation.com disinformation article mentioned above."
"35";"13.07.2016";"geworld.ge";"Georgian";"US, Georgia";"Givi Gigitashvili, student, University of Tartu";"Protest, Puppets, Elections";"http://bit.ly/2afqgBb";"USA orchestrates all important events in Georgian politics: current US ambassador decides who will be on the ballot paper in elections, former ambassador is responsible for brutal dismantling of protests in Tbilisi in 2011, and if Georgia does not comply with US commands, there will be a war, revolution and massacre that will result in the overthrow of legitimate government, and the USA will appoint its own puppets as the new authority of Georgia.";"USA orchestrates all important events in Georgian politics: current US ambassador decides who will be on the ballot paper in elections, former ambassador is responsible for brutal dismantling of protests in Tbilisi in 2011, and if Georgia does not comply with US commands, there will be a war, revolution and massacre that will result in the overthrow of legitimate government, and the USA will appoint its own puppets as the new authority of Georgia.";"Groundless conspiracy theory. Georgia is a sovereign country making its own sovereign decisions."
